Product Code,Ship Direct Flag,Delivery Flash,Stock Level,Stock Promise Date,DROPPEDLINE
A957-45,STOCKED,,0,,Y
A958-36,STOCKED,,0,,Y
A958-39,STOCKED,,0,,Y
A958-41,STOCKED,,0,,Y
A958-43,STOCKED,,4,,Y
A958-45,STOCKED,,0,,Y
A958-46,STOCKED,,0,,Y
A958-47,STOCKED,,0,,Y
A962,STOCKED,,100,,N
A963,STOCKED,,100,,N
A966,STOCKED,,100,,N
A967,STOCKED,,0,,Y
A968,STOCKED,,100,,N
A969,STOCKED,DF_21DAY,0,,Y
A973,STOCKED,,0,,Y
A974,STOCKED,,0,,Y
A975,STOCKED,,0,,Y
A976,STOCKED,,100,,N
A977,STOCKED,,100,,N
A978,STOCKED,,100,,N
A987-11,STOCKED,,0,,Y
A987-14,STOCKED,,0,,Y
A987-22,STOCKED,,100,,N
A987-25,STOCKED,,0,,Y
A987-27,STOCKED,,0,,Y
A987-3,STOCKED,,0,,Y
A987-31,STOCKED,,0,,Y
A987-33,STOCKED,,100,,N
A987-35,STOCKED,,100,,N
A987-37,STOCKED,,0,,Y
A987-38,STOCKED,,0,,Y
A987-55,STOCKED,,100,,N
A987-58,STOCKED,,100,,N
A987-68,STOCKED,,100,,N
A987-70,STOCKED,,0,,Y
A987-73,STOCKED,,100,,N
A987-98,STOCKED,,100,,N
A987-AT,STOCKED,,100,,N
A987-BE,STOCKED,,100,,N
A987-CA,STOCKED,,100,,N
A987-CH,STOCKED,,100,,N
A987-CN,STOCKED,,100,,N
A987-DE,STOCKED,,100,,N
A987-DK,STOCKED,,100,,N
A987-ES,STOCKED,,100,,N
A987-FI,STOCKED,,100,,N
A987-FR,STOCKED,,100,,N
A987-GB,STOCKED,,100,,N
A987-GC,STOCKED,,100,,N
A987-GR,STOCKED,,100,,N
A987-GU,STOCKED,,100,,N
A987-IE,STOCKED,,100,,N
A987-IN,STOCKED,,100,,N
A987-IT,STOCKED,,100,,N
A987-JE,STOCKED,,100,,N
A987-JP,STOCKED,,100,,N
A987-MS,STOCKED,,100,,N
A987-NL,STOCKED,,100,,N
A987-PL,STOCKED,,100,,N
A987-PO,STOCKED,,100,,N
A987-RO,STOCKED,,100,,N
A987-SC,STOCKED,,100,,N
A987-SE,STOCKED,,100,,Y
A987-SW,STOCKED,,100,,N
A987-US,STOCKED,,100,,N
A987-WA,STOCKED,,100,,N
A987-XX,STOCKED,,100,,N
A995,STOCKED,,100,,N
A997,STOCKED,,100,,N
A997-AT,STOCKED,,100,,N
A997-BE,STOCKED,,100,,N
A997-CA,STOCKED,,100,,N
A997-CH,STOCKED,,100,,N
A997-CN,STOCKED,,100,,N
A997-DE,STOCKED,,100,,N
A997-DK,STOCKED,,100,,N
A997-ES,STOCKED,,100,,N
A997-FI,STOCKED,,100,,N
A997-FR,STOCKED,,100,,N
A997-GB,STOCKED,,100,,N
A997-GC,STOCKED,,100,,N
A997-GR,STOCKED,,100,,N
A997-GU,STOCKED,,100,,N
A997-IE,STOCKED,,100,,N
A997-IN,STOCKED,,100,,N
A997-IT,STOCKED,,100,,N
A997-JE,STOCKED,,100,,N
A997-JP,STOCKED,,100,,N
A997-MS,STOCKED,,100,,N
A997-NL,STOCKED,,100,,N
A997-PL,STOCKED,,100,,N
A997-PO,STOCKED,,100,,N
A997-RO,STOCKED,,100,,N
A997-SC,STOCKED,,100,,N
A997-SE,STOCKED,,100,,Y
A997-SW,STOCKED,,100,,N
A997-US,STOCKED,,100,,N
A997-WA,STOCKED,,100,,N
A997-XX,STOCKED,,100,,N
A999,STOCKED,,100,,N
AA002,STOCKED,,6,,N
AA003,STOCKED,,0,,Y
AA004,STOCKED,,0,,Y
AA005,STOCKED,,17,,N
AA006,STOCKED,,10,,N
AA007,STOCKED,,74,,N
AA008,STOCKED,,0,17/04/2024 00:00:00,N
AA010,STOCKED,,0,,Y
AA011,STOCKED,,0,,Y
AA013,STOCKED,,0,,Y
AA014,STOCKED,,32,,N
AA015,STOCKED,,0,,Y
AA017,STOCKED,,17,,N
AA024,STOCKED,,0,,Y
AA029,STOCKED,,0,,Y
AA030,STOCKED,,17,,N
AA031,STOCKED,,63,,N
AA032,STOCKED,,11,,N
AA034,STOCKED,,0,,Y
AA036,STOCKED,,0,,Y
AA037,STOCKED,,7,,N
AA038,STOCKED,,23,,N
AA039,STOCKED,,50,,N
AA040,STOCKED,,2,,N
AA050,STOCKED,,0,,Y
AA051,STOCKED,,0,,Y
AA052,STOCKED,,0,,Y
AA053,STOCKED,,46,,Y
AA054,STOCKED,,100,,Y
AA055,STOCKED,,100,,Y
AA057,STOCKED,,0,17/03/2024 00:00:00,N
AA058,STOCKED,,0,,Y
AA063,STOCKED,,0,13/04/2024 00:00:00,N
AA066,STOCKED,,100,,N
AA067,STOCKED,,0,,Y
AA069,STOCKED,,0,,Y
AA070,STOCKED,,0,,Y
AA075,DIRECT,,0,,N
AA077,STOCKED,,100,,N
AA078,STOCKED,,100,,N
AA079,STOCKED,,100,,N
AA080,STOCKED,,12,,N
AA081,STOCKED,,0,25/03/2024 00:00:00,N
AA082,STOCKED,,100,,N
AA083,STOCKED,,13,,N
AA084,STOCKED,,0,25/03/2024 00:00:00,N
AA085,STOCKED,,2,,N
AA086,STOCKED,,19,,N
AA087,STOCKED,,0,25/05/2024 00:00:00,N
AA088,STOCKED,,6,,N
AA089,STOCKED,,5,,N
AA091,STOCKED,,0,,Y
AA096,STOCKED,,0,,Y
AA102,STOCKED,,5,,N
AA106,STOCKED,,0,,Y
AA107,STOCKED,,0,25/03/2024 00:00:00,N
AA112,STOCKED,,0,,Y
AA113,STOCKED,,0,,Y
AA114,STOCKED,,0,,Y
AA115,STOCKED,,13,,N
AA118,STOCKED,,20,,N
AA119,STOCKED,,8,,N
AA121,STOCKED,,0,,Y
AA122,STOCKED,,20,,N
AA123,STOCKED,,25,,N
AA125,STOCKED,,68,,N
AA128,STOCKED,,0,,Y
AA129,STOCKED,,100,,N
AA130,STOCKED,,19,,N
AA132,STOCKED,,0,,Y
AA133,STOCKED,,0,,Y
AA134,STOCKED,,1,,Y
AA135,STOCKED,,43,,N
AA136,STOCKED,,0,,Y
AA138,STOCKED,,8,,Y
AA139,STOCKED,,0,,Y
AA140,STOCKED,,0,,Y
AA141,STOCKED,,0,,Y
AA145,STOCKED,,0,,Y
AA148,STOCKED,,0,,Y
AA150,STOCKED,,0,,Y
AA151,STOCKED,,0,,Y
AA152,STOCKED,,0,,Y
AA153,STOCKED,,0,,Y
AA154,STOCKED,,0,,Y
AA155,STOCKED,,0,,Y
AA158,STOCKED,,0,,Y
AA160,STOCKED,,0,,Y
AA164,STOCKED,,0,,Y
AA165,STOCKED,,0,,Y
AA166,STOCKED,,0,,Y
AA167,STOCKED,,5,,Y
AA172,STOCKED,,0,,Y
AA174,STOCKED,,0,,Y
AA176,STOCKED,,0,,Y
AA178,STOCKED,,42,,N
AA181,STOCKED,,6,,N
AA182,STOCKED,,46,,N
AA183,STOCKED,,42,,Y
AA184,STOCKED,,0,,Y
AA187,STOCKED,,0,,Y
AA191,STOCKED,,0,,Y
AA192,STOCKED,,10,,Y
AA193,STOCKED,,0,,Y
AA195,STOCKED,,19,,Y
AA204,STOCKED,,0,,Y
AA206,STOCKED,,0,,Y
AA207,STOCKED,,0,,Y
AA208,STOCKED,,0,,Y
AA209,STOCKED,,8,,N
AA213,STOCKED,,0,,Y
AA214,STOCKED,,13,,Y
AA218,STOCKED,,9,,Y
AA220,STOCKED,,0,,Y
AA222,STOCKED,,100,,N
AA224,STOCKED,,7,,N
AA226,STOCKED,,57,,N
AA227,STOCKED,,0,,Y
AA228,DIRECT,,0,,N
AA233,STOCKED,,7,,N
AA234,STOCKED,,97,,N
AA237,STOCKED,,17,,N
AA239,STOCKED,,7,,N
AA240,STOCKED,,5,,N
AA241,STOCKED,,6,,N
AA244,STOCKED,,100,,N
AA247,STOCKED,,0,,Y
AA248,STOCKED,,0,,Y
AA249,STOCKED,,39,,N
AA250,STOCKED,,9,,N
AA251,STOCKED,,4,,Y
AA252,STOCKED,,34,,N
AA256,STOCKED,,7,,N
AA257,STOCKED,,11,,N
AA258,STOCKED,,0,,Y
AA260,STOCKED,,15,,N
AA263,STOCKED,,2,,N
AA265,STOCKED,,90,,N
AA266,STOCKED,,19,,N
AA267,STOCKED,,5,,N
AA268,STOCKED,,8,,N
AA273,STOCKED,,22,,N
AA276,STOCKED,,0,24/05/2024 00:00:00,N
AA278,STOCKED,,4,,N
AA279,DIRECT,,0,,N
AA281,STOCKED,,2,,Y
AA283,STOCKED,,0,,Y
AA290,STOCKED,,0,,Y
AA291,STOCKED,,0,,Y
AA298,STOCKED,,0,,Y
AA300,STOCKED,,0,,Y
AA301,STOCKED,,0,,Y
AA306,STOCKED,,0,,Y
AA308,STOCKED,,0,,Y
AA312,STOCKED,,0,,Y
AA313,STOCKED,,0,,Y
AA316,STOCKED,,0,,Y
AA317,STOCKED,,0,,Y
AA319,STOCKED,,0,,Y
AA320,STOCKED,,0,,Y
AA322,STOCKED,,0,,Y
AA323,STOCKED,,0,,Y
AA325,STOCKED,,0,,Y
AA326,STOCKED,,0,,Y
AA332,STOCKED,,0,,Y
AA336,STOCKED,,0,,Y
AA337,STOCKED,,0,,Y
AA341,STOCKED,,0,,Y
AA343,STOCKED,,0,,Y
AA346,STOCKED,,0,,Y
AA349,STOCKED,,0,,Y
AA353,STOCKED,,0,,Y
AA354,STOCKED,,0,,Y
AA356,STOCKED,,0,,Y
AA358,STOCKED,,0,,Y
AA359,STOCKED,,0,,Y
AA360,STOCKED,,0,,Y
AA361,STOCKED,,0,,Y
AA362,STOCKED,,0,,Y
AA364,STOCKED,,0,,Y
AA368,STOCKED,,0,,Y
AA371,STOCKED,,0,,Y
AA377,STOCKED,,0,,Y
AA383,STOCKED,,0,,Y
AA389,STOCKED,,0,,Y
AA409,STOCKED,,0,,Y
AA416,STOCKED,,0,,Y
AA430,STOCKED,,0,,Y
AA431,STOCKED,,12,,Y
AA439,STOCKED,,0,,Y
AA459,STOCKED,,4,,Y
AA461,STOCKED,,0,,Y
AA465,STOCKED,,0,,Y
AA466,STOCKED,,0,,Y
AA473,STOCKED,,23,,N
AA477,STOCKED,,1,,Y
AA478,STOCKED,,0,,Y
AA482,STOCKED,,0,,Y
AA497,STOCKED,,4,,Y
AA504,STOCKED,,14,,Y
AA505,STOCKED,,0,,Y
AA506,STOCKED,,0,,Y
AA508,STOCKED,,0,,Y
AA511,STOCKED,,0,,Y
AA512,STOCKED,,10,,Y
AA513,STOCKED,,29,,Y
AA514,STOCKED,,0,,Y
AA531,STOCKED,,0,,Y
AA534,STOCKED,,32,,Y
AA557,STOCKED,,24,,N
AA559,STOCKED,,8,,N
AA560,STOCKED,,100,,N
AA561,STOCKED,,18,,N
AA562,STOCKED,,8,,N
AA563,STOCKED,,27,,N
AA565,STOCKED,,48,,N
AA566,STOCKED,,38,,N
AA567,STOCKED,,11,,N
AA568,STOCKED,,0,,Y
AA569,STOCKED,,19,,N
AA571,STOCKED,,0,,Y
AA573,STOCKED,,15,,N
AA574,DIRECT,DF_CALLFORDELIVERY,0,,N
AA575,DIRECT,DF_CALLFORDELIVERY,0,,N
AA576,STOCKED,,5,,N
AA578,STOCKED,,9,,N
AA579,STOCKED,,11,,N
AA580,STOCKED,,0,,Y
AA581,STOCKED,,3,,Y
AA584,STOCKED,,0,,Y
AA585,STOCKED,,10,,N
AA587,STOCKED,,0,,Y
AA595,STOCKED,,56,,N
AA596,STOCKED,,0,11/04/2024 00:00:00,N
AA597,STOCKED,,13,,N
AA598,STOCKED,,0,,Y
AA599,STOCKED,,15,,Y
AA601,STOCKED,,19,,N
AA602,STOCKED,,8,,N
AA603,STOCKED,,14,,N
AA604,STOCKED,,3,,N
AA605,STOCKED,,100,,N
AA609,DIRECT,,0,,N
AA611,STOCKED,,0,,Y
AA612,STOCKED,,0,,Y
AA614,STOCKED,,21,,Y
AA615,STOCKED,,0,,Y
AA618,STOCKED,,7,,N
AA624,STOCKED,,100,,N
AA630,STOCKED,,100,,N
AA631,STOCKED,,3,,N
AA633,STOCKED,,77,,N
AA634,STOCKED,,5,,N
AA635,STOCKED,,37,,N
AA636,STOCKED,,27,,N
AA637,STOCKED,,8,,N
AA638,STOCKED,,6,,N
AA639,STOCKED,,100,,N
AA640,STOCKED,,5,,N
AA645,STOCKED,,36,,N
AA646,STOCKED,,92,,N
AA650,STOCKED,,35,,N
AA652,STOCKED,,12,,N
AA653,STOCKED,,7,,N
AA658,STOCKED,,25,,N
AA660,STOCKED,,0,,Y
AA661,STOCKED,,0,,Y
AA663,STOCKED,,0,,Y
AA669,STOCKED,,0,,Y
AA670,STOCKED,,0,,Y
AA674,STOCKED,,3,,N
AA675,STOCKED,,15,,N
AA683,STOCKED,,13,,N
AA684,STOCKED,,4,,N
AA686,STOCKED,,11,,N
AA690,STOCKED,,9,,N
AA691,STOCKED,,10,,N
AA694,STOCKED,,19,,N
AA697,STOCKED,,8,,N
AA699,STOCKED,,8,,N
AA705,STOCKED,,0,,Y
AA706,STOCKED,,0,,Y
AA708,STOCKED,,0,,Y
AA709,STOCKED,,4,,N
AA714,STOCKED,,0,,Y
AA720,STOCKED,,0,,Y
AA728,STOCKED,,11,,N
AA738,STOCKED,,0,17/04/2024 00:00:00,N
AA739,STOCKED,,16,,Y
AA741,STOCKED,,0,,Y
AA742,STOCKED,,0,,Y
AA744,STOCKED,,0,,Y
AA747,STOCKED,,0,,Y
AA748,STOCKED,,0,,Y
AA751,STOCKED,,0,,Y
AA755,STOCKED,,0,,Y
AA761,STOCKED,,0,,Y
AA764,STOCKED,,0,,Y
AA773,STOCKED,,0,,Y
AA780,STOCKED,,91,,Y
AA786,STOCKED,,0,,Y
AA795,STOCKED,,6,,N
AA796,STOCKED,,4,,N
AA797,STOCKED,,0,,Y
AA798,STOCKED,,0,,Y
AA799,STOCKED,,19,,N
AA800,STOCKED,,0,,Y
AA806,STOCKED,,1,,N
AA807,STOCKED,,12,,N
AA834,STOCKED,,0,,Y
AA836,STOCKED,,0,,Y
AA850,STOCKED,,0,,Y
AA859,STOCKED,,14,,Y
AA860,STOCKED,,0,,Y
AA863,STOCKED,,0,,Y
AA866,STOCKED,,0,,Y
AA869,STOCKED,,0,,Y
AA870,STOCKED,,0,,Y
AA882,STOCKED,,0,,Y
AA892,STOCKED,,0,,Y
AA900,STOCKED,,19,,N
AA903,DIRECT,,1,,N
AA906,STOCKED,,2,,N
AA910,STOCKED,,15,,N
AA911,STOCKED,,0,,Y
AA918,STOCKED,,0,,Y
AA951,STOCKED,,0,,Y
AA955,STOCKED,,0,,Y
AA964,STOCKED,,0,01/05/2024 00:00:00,N
AA965,STOCKED,,9,,N
AA967,STOCKED,,0,,Y
AB008,STOCKED,,100,,N
AB009,STOCKED,,45,,N
AB010,STOCKED,,100,,N
AB023,STOCKED,,100,,N
AB041,STOCKED,,0,,Y
AB043,STOCKED,,0,,Y
AB044,STOCKED,,15,,Y
AB045,STOCKED,,3,,Y
AB047,STOCKED,,44,,Y
AB048,STOCKED,,0,,Y
AB051,STOCKED,,0,,Y
AB052,STOCKED,,2,,Y
AB055,STOCKED,,1,,Y
AB058,STOCKED,,0,,Y
AB060,STOCKED,,0,,Y
AB061,STOCKED,,0,,Y
AB068,STOCKED,,0,,Y
AB071,STOCKED,,0,,Y
AB072,STOCKED,,0,,Y
AB073,STOCKED,,0,,Y
AB076,STOCKED,,0,,Y
AB077,STOCKED,,43,,N
AB078,STOCKED,,0,12/08/2024 00:00:00,N
AB079,STOCKED,,11,,N
AB081,STOCKED,,0,,Y
AB082,STOCKED,,0,,Y
AB087,STOCKED,,0,,Y
AB088,STOCKED,,63,,N
AB089,STOCKED,,28,,Y
AB090,STOCKED,DF_48HOURS,29,,N
AB096,STOCKED,,32,,N
AB110,STOCKED,,6,,N
AB111,STOCKED,,10,,N
AB120,STOCKED,,100,,N
AB138,STOCKED,,8,,N
AB155,STOCKED,,6,,N
AB163,STOCKED,,21,,N
AB180,STOCKED,,5,,N
AB182,STOCKED,,100,,N
AB195,STOCKED,,26,,N
AB198,STOCKED,,0,,Y
AB199,STOCKED,,7,,N
AB202,STOCKED,,3,,N
AB203,STOCKED,,13,,N
AB207,STOCKED,,2,,N
AB209,STOCKED,,5,,N
AB210,STOCKED,,10,,N
AB211,STOCKED,,18,,N
AB212,STOCKED,,20,,N
AB216,STOCKED,,9,,Y
AB218,STOCKED,,23,,N
AB220,STOCKED,,0,,Y
AB222,STOCKED,,0,,Y
AB224,STOCKED,,0,,Y
AB225,STOCKED,,0,,Y
AB229,STOCKED,,0,,Y
AB249,STOCKED,,0,,Y
AB254,STOCKED,,0,,Y
AB269,STOCKED,,0,,Y
AB287,STOCKED,,36,,N
AB293,STOCKED,,7,,N
AB294,STOCKED,,6,,N
AB295,STOCKED,,5,,N
AB296,STOCKED,,34,,N
AB297,STOCKED,,0,,Y
AB300,STOCKED,,0,,Y
AB306,STOCKED,,42,,N
AB307,STOCKED,,4,,N
AB308,STOCKED,,100,,N
AB309,STOCKED,,6,,N
AB310,STOCKED,,11,,N
AB312,STOCKED,,30,,N
AB314,STOCKED,,7,,N
AB315,STOCKED,,13,,N
AB320,STOCKED,,0,,Y
AB321,STOCKED,,100,,N
AB323,STOCKED,,100,,N
AB325,STOCKED,,53,,N
AB326,STOCKED,,0,,Y
AB328,STOCKED,,28,,N
AB331,STOCKED,,10,,N
AB336,STOCKED,,11,,N
AB338,STOCKED,,100,,N
AB339,STOCKED,,100,,N
AB340,STOCKED,,8,,N
AB341,STOCKED,,0,,N
AB343,STOCKED,,0,,Y
AB346,STOCKED,,100,,N
AB352,STOCKED,,100,,N
AB354,STOCKED,,100,,N
AB356,STOCKED,,95,,N
AB357,STOCKED,,80,,N
AB361,STOCKED,,9,,N
AB363,STOCKED,,100,,N
AB367,STOCKED,,5,,N
AB370,STOCKED,,100,,N
AB371,STOCKED,,14,,N
AB374,STOCKED,,31,,N
AB375,STOCKED,,100,,N
AB376,STOCKED,,0,,Y
AB377,STOCKED,,0,,Y
AB378,STOCKED,,15,,N
AB379,STOCKED,,7,,N
AB383,STOCKED,,18,,N
AB385,STOCKED,,0,01/05/2024 00:00:00,N
AB410,STOCKED,,0,,Y
AB411,STOCKED,,0,13/04/2024 00:00:00,N
AB412,STOCKED,,67,,N
AB413,STOCKED,,0,,N
AB426,STOCKED,,9,,Y
AB431,STOCKED,,0,,Y
AB432,STOCKED,,0,,Y
AB434,STOCKED,,0,,Y
AB435,STOCKED,,0,,Y
AB441,STOCKED,,0,17/04/2024 00:00:00,N
AB442,STOCKED,,4,,N
AB446,STOCKED,,0,,Y
AB538,STOCKED,,44,,N
AB539,STOCKED,,100,,N
AB540,STOCKED,,1,,N
AB545,STOCKED,,100,,N
AB546,STOCKED,,16,,N
AB552,STOCKED,,0,,Y
AB553,STOCKED,,3,,N
AB555,STOCKED,,11,,N
AB557,STOCKED,,54,,N
AB558,STOCKED,,0,20/03/2024 00:00:00,N
AB560,STOCKED,,100,,N
AB564,STOCKED,,0,,Y
AB568,STOCKED,,0,,Y
AB570,STOCKED,,0,,Y
AB571,STOCKED,,0,,Y
AB576,STOCKED,,0,,Y
AB579,STOCKED,,11,,N
AB581,STOCKED,,0,,Y
AB589,STOCKED,,4,,Y
AB591,STOCKED,,7,,N
AB593,STOCKED,,12,,N
AB597,STOCKED,,9,,N
AB598,STOCKED,,1,,Y
AB602,STOCKED,,0,,Y
AB603,STOCKED,,29,,N
AB641,STOCKED,,0,,Y
AB643,STOCKED,,0,,Y
AB648,STOCKED,,0,06/07/2024 00:00:00,N
AB649,STOCKED,,0,,Y
AB657,STOCKED,,0,,Y
AB660,STOCKED,,0,,Y
AB662,DIRECT,DF_CALLFORDELIVERY,0,,N
AB663,STOCKED,,1,,N
AB664,STOCKED,,4,,N
AB677,STOCKED,,0,,Y
AB678,STOCKED,,9,,Y
AB679,STOCKED,,0,,Y
AB690,STOCKED,,0,,Y
AB700,STOCKED,,0,,Y
AB701,STOCKED,,100,,N
AB703,STOCKED,,0,,Y
AB704,STOCKED,,0,,Y
AB706,STOCKED,,0,,Y
AB707,STOCKED,,0,,Y
AB710,STOCKED,,0,,Y
AB711,STOCKED,,0,,Y
AB719,STOCKED,,0,,Y
AB724,STOCKED,,0,,Y
AB726,STOCKED,,100,,Y
AB741,STOCKED,,0,,Y
AB743,STOCKED,,0,,Y
AB744,STOCKED,,2,,Y
AB746,STOCKED,,0,,Y
AB749,STOCKED,,38,,N
AB750,STOCKED,,1,,Y
AB751,DIRECT,DF_34WEEKS,0,,N
AB753,STOCKED,,0,,Y
AB754,STOCKED,,7,,N
AB755,STOCKED,,0,,Y
AB760,STOCKED,,3,,N
AB762,STOCKED,,0,,Y
AB763,STOCKED,,0,,Y
AB766,STOCKED,,0,,Y
AB767,STOCKED,,0,,Y
AB768,STOCKED,,0,,Y
AB770,DIRECT,,0,,N
AB773,STOCKED,,100,,Y
AB776,STOCKED,,0,,Y
AB777,STOCKED,,0,,Y
AB780,STOCKED,,0,,Y
AB788,STOCKED,,0,,Y
AB789,STOCKED,,0,,Y
AB790,STOCKED,,10,,Y
AB791,STOCKED,,100,,N
AB803,STOCKED,,0,,Y
AB807,STOCKED,,0,,Y
AB808,STOCKED,,2,,N
AB809,STOCKED,,0,,Y
AB812,STOCKED,,0,,Y
AB814,STOCKED,,0,,Y
AB829,STOCKED,,0,,Y
AB835,STOCKED,,0,,Y
AB836,STOCKED,,27,,N
AB837,STOCKED,,38,,N
AB838,STOCKED,,55,,N
AB839,STOCKED,,0,,Y
AB840,STOCKED,,0,,Y
AB844,STOCKED,,100,,Y
AB846,STOCKED,,9,,Y
AB847,STOCKED,,0,,Y
AB849,STOCKED,,3,,N
AB850,STOCKED,,6,,N
AB852,STOCKED,,11,,N
AB854,STOCKED,,8,,N
AB855,STOCKED,,0,,Y
AB856,STOCKED,,0,03/03/2024 00:00:00,N
AB857,STOCKED,,56,,N
AB858,STOCKED,,0,,Y
AB860,STOCKED,,4,,N
AB863,STOCKED,,15,,N
AB865,STOCKED,,35,,N
AB866,STOCKED,,31,,N
AB867,STOCKED,,6,,N
AB868,STOCKED,,5,,N
AB869,STOCKED,,9,,N
AB870,STOCKED,,10,,N
AB872,STOCKED,,2,,N
AB873,STOCKED,,0,06/03/2024 00:00:00,N
AB875,STOCKED,,8,,N
AB876,STOCKED,,8,,N
AB877,STOCKED,,0,,Y
AB878,STOCKED,,0,,N
AB879,STOCKED,,0,,Y
AB880,STOCKED,,0,,Y
AB883,STOCKED,,1,,N
AB884,STOCKED,,0,,Y
AB885,STOCKED,,8,,Y
AB886,STOCKED,,5,,Y
AB888,STOCKED,,2,,N
AB890,STOCKED,,0,,Y
AB892,STOCKED,,0,,Y
AB895,STOCKED,,0,,Y
AB897,STOCKED,,10,,N
AB899,STOCKED,,0,06/03/2024 00:00:00,N
AB900,STOCKED,,2,,N
AB901,STOCKED,,5,,Y
AB902,STOCKED,,0,17/03/2024 00:00:00,N
AB903,STOCKED,,0,,N
AB904,STOCKED,,5,,N
AB906,STOCKED,,4,,N
AB908,STOCKED,,7,,N
AB909,STOCKED,,28,,N
AB911,STOCKED,,0,17/03/2024 00:00:00,N
AB912,STOCKED,,25,,N
AB913,STOCKED,,32,,N
AB914,STOCKED,,58,,N
AB915,STOCKED,,92,,N
AB916,STOCKED,,100,,N
AB917,STOCKED,,7,,N
AB919,STOCKED,,5,,N
AB920,STOCKED,,1,,Y
AB921,STOCKED,,3,,N
AB922,STOCKED,,0,,Y
AB923,STOCKED,,2,,N
AB924,STOCKED,,6,,N
AB925,STOCKED,,1,,Y
AB927,STOCKED,,4,,N
AB928,STOCKED,,10,,N
AB929,STOCKED,,3,,N
AB930,STOCKED,,100,,N
AB933,STOCKED,,10,,N
AB935,STOCKED,,3,,N
AB936,STOCKED,,7,,N
AB941,STOCKED,,0,,Y
AB946,DIRECT,DF_CALLFORDELIVERY,1,,N
AB947,STOCKED,,25,,N
AB948,STOCKED,,10,,N
AB950,STOCKED,,4,,Y
AB951,STOCKED,,0,,Y
AB952,STOCKED,,7,,Y
AB953,STOCKED,,6,,N
AB955,STOCKED,,5,,N
AB956,STOCKED,,0,,Y
AB958,STOCKED,,2,,N
AB959,STOCKED,,11,,N
AB962,STOCKED,,74,,N
AB964,STOCKED,,82,,N
AB966,STOCKED,,0,,Y
AB967,STOCKED,,0,,Y
AB968,STOCKED,,0,,Y
AB971,STOCKED,,1,,N
AB974,STOCKED,,8,,N
AB976,STOCKED,,9,,N
AB978,STOCKED,,0,01/05/2024 00:00:00,N
AB979,STOCKED,,2,,N
AB980,STOCKED,,7,,N
AB982,STOCKED,,13,,N
AB983,STOCKED,,16,,N
AB984,STOCKED,,2,,N
AB986,STOCKED,,0,,Y
AB995,STOCKED,,0,,Y
AB998,STOCKED,,0,,Y
AC001,STOCKED,,2,,N
AC002,STOCKED,,9,,N
AC003,STOCKED,,0,25/03/2024 00:00:00,N
AC004,STOCKED,,0,,Y
AC006,STOCKED,,3,,Y
AC007,STOCKED,,4,,Y
AC009,STOCKED,,0,25/03/2024 00:00:00,N
AC010,STOCKED,,10,,N
AC012,STOCKED,,6,,Y
AC014,STOCKED,,9,,Y
AC015,STOCKED,,0,,Y
AC016,STOCKED,,4,,N
AC018,STOCKED,,7,,N
AC019,STOCKED,,4,,N
AC021,STOCKED,,1,,N
AC022,STOCKED,,2,,N
AC023,STOCKED,,0,25/03/2024 00:00:00,N
AC024,STOCKED,,12,,N
AC025,STOCKED,,21,,N
AC026,STOCKED,,10,,N
AC027,STOCKED,,33,,N
AC028,STOCKED,,3,,N
AC058,STOCKED,,0,,Y
AC065,STOCKED,,0,,Y
AC066,STOCKED,,0,,Y
AC067,STOCKED,,0,,Y
AC071,STOCKED,,30,,Y
AC072,STOCKED,,0,,Y
AC073,STOCKED,,0,,Y
AC077,STOCKED,,0,,Y
AC079,STOCKED,,100,,Y
AC080,STOCKED,,0,,Y
AC082,STOCKED,,0,,Y
AC083,STOCKED,,0,,Y
AC086,STOCKED,,0,,Y
AC098,STOCKED,,0,,Y
AC099,STOCKED,,76,,N
AC101,STOCKED,,0,,Y
AC102,STOCKED,,0,,Y
AC105,STOCKED,,0,,Y
AC107,STOCKED,,0,,Y
AC110,STOCKED,,0,,Y
AC111,STOCKED,,0,,Y
AC112,STOCKED,,0,,Y
AC113,STOCKED,,2,,Y
AC114,STOCKED,,2,,Y
AC115,STOCKED,,0,,Y
AC116,STOCKED,,0,,Y
AC117,STOCKED,,0,,Y
AC122,STOCKED,,0,,Y
AC126,STOCKED,,50,,N
AC127,STOCKED,,0,,Y
AC129,STOCKED,,0,,Y
AC133,STOCKED,,0,,Y
AC134,STOCKED,,0,,Y
AC135,STOCKED,,0,,Y
AC137,STOCKED,,3,,N
AC138,STOCKED,,1,,N
AC140,STOCKED,,60,,N
AC141,STOCKED,,100,,Y
AC142,STOCKED,,6,,N
AC143,STOCKED,,58,,N
AC144,STOCKED,,56,,N
AC145,STOCKED,,3,,N
AC147,STOCKED,,100,,N
AC148,STOCKED,,7,,N
AC149,STOCKED,,3,,N
AC163,STOCKED,,1,,Y
AC164,STOCKED,,0,,Y
AC165,STOCKED,,0,,Y
AC166,STOCKED,,0,,Y
AC167,STOCKED,,0,,Y
AC169,STOCKED,,10,,N
AC172,STOCKED,,0,,Y
AC174,STOCKED,,0,,Y
AC175,STOCKED,,0,,Y
AC176,STOCKED,,10,,N
AC178,STOCKED,,3,,N
AC181,STOCKED,,15,,N
AC182,STOCKED,,6,,N
AC185,STOCKED,,0,,Y
AC188,STOCKED,,5,,N
AC191,STOCKED,,21,,N
AC193,STOCKED,,0,,Y
